n00479076,0,n00480993,0
n04315948,0,n04077430,0
n04077430,0,n04315948,0
n02323449,0,n02323902,0
n02323902,0,n02323449,0
n04453910,0,n03122748,0
n03122748,0,n04453910,0
n01835918,0,n01835276,0
n01835276,0,n01835918,0
n10655594,0,n09821831,0
n09821831,0,n10655594,0
n11672400,0,n12803958,0
n12803958,0,n11672400,0
n03269401,0,n02955247,0
n02955247,0,n03269401,0
n10779897,0,n10433737,0
n10433737,0,n10779897,0
n10783539,0,n00007846,0
n00007846,0,n10783539,0
n04093625,0,n03558176,0
n03558176,0,n04093625,0
n00471613,0,n09843443,0
n09843443,0,n00471613,0
n01857325,0,n01855672,0
n01855672,0,n01857325,0
n02777734,0,n02788148,0
n02788148,0,n02777734,0
n03351434,0,n03410022,0
n03410022,0,n03351434,0
n02261419,0,n02261757,0
n02261757,0,n02261419,0
n03079741,0,n03441345,0
n03441345,0,n03079741,0
n10576962,0,n10379376,0
n10379376,0,n10576962,0
n03967942,0,n03108853,0
n03108853,0,n03967942,0
n01927159,0,n01925695,0
n01925695,0,n01927159,0
n01940736,0,n01955084,0
n01955084,0,n01940736,0
n04968895,0,n04969242,0
n04969242,0,n04968895,0
n01877812,0,n01877134,0
n01877134,0,n01877812,0
n12639910,0,n12639736,0
n12639736,0,n12639910,0
n04322026,0,n04359589,0
n04359589,0,n04322026,0
n10582746,0,n10317007,0
n10317007,0,n10582746,0
n07854813,0,n07850329,0
n07850329,0,n07854813,0
n02812201,0,n04552696,0
n04552696,0,n02812201,0
n12008252,0,n12008749,0
n12008749,0,n12008252,0
n07705931,0,n07770180,0
n07770180,0,n07705931,0
n04111668,0,n03596285,0
n03596285,0,n04111668,0
n12694486,0,n07746334,0
n07746334,0,n12694486,0
n03918480,0,n03196324,0
n03196324,0,n03918480,0
n12008749,0,n12008252,0
n12008252,0,n12008749,0
n13138308,0,n07751004,0
n07751004,0,n13138308,0
n02538010,0,n02537085,0
n02537085,0,n02538010,0
n07909811,0,n07907943,0
n07907943,0,n07909811,0
n13060190,0,n13061704,0
n13061704,0,n13060190,0
n04608567,0,n03003091,0
n03003091,0,n04608567,0
n01471682,0,n01503061,0
n01503061,0,n01471682,0
n03511175,0,n03327234,0
n03327234,0,n03511175,0
n02512938,0,n02626762,0
n02626762,0,n02512938,0
n12770892,0,n13104059,0
n13104059,0,n12770892,0
n07715561,0,n07715721,0
n07715721,0,n07715561,0
n02171869,0,n02173784,0
n02173784,0,n02171869,0
n10216403,0,n10478960,0
n10478960,0,n10216403,0
n02382948,0,n02388276,0
n02388276,0,n02382948,0
n12587132,0,n12582665,0
n12582665,0,n12587132,0
n13125117,0,n11800236,0
n11800236,0,n13125117,0
n03051540,0,n03746330,0
n03746330,0,n03051540,0
n13104059,0,n12715914,0
n12715914,0,n13104059,0
n03722288,0,n03748162,0
n03748162,0,n03722288,0
n02521646,0,n02522399,0
n02522399,0,n02521646,0
n01846331,0,n01851375,0
n01851375,0,n01846331,0
n04596852,0,n03236735,0
n03236735,0,n04596852,0
n03426574,0,n04498523,0
n04498523,0,n03426574,0
n07850329,0,n07852919,0
n07852919,0,n07850329,0
n12806732,0,n12807624,0
n12807624,0,n12806732,0
n11653904,0,n13108841,0
n13108841,0,n11653904,0
n01496331,0,n01495701,0
n01495701,0,n01496331,0
n10418101,0,n00007846,0
n00007846,0,n10418101,0
n02016358,0,n02016956,0
n02016956,0,n02016358,0
n04341686,0,n03171356,0
n03171356,0,n04341686,0
n12193334,0,n13134947,0
n13134947,0,n12193334,0
n12969131,0,n12969670,0
n12969670,0,n12969131,0
n02394477,0,n02438580,0
n02438580,0,n02394477,0
n03121897,0,n04015204,0
n04015204,0,n03121897,0
n10488309,0,n10370381,0
n10370381,0,n10488309,0
n12205694,0,n12942395,0
n12942395,0,n12205694,0
n02661017,0,n02657368,0
n02657368,0,n02661017,0
n11967744,0,n11672400,0
n11672400,0,n11967744,0
n12355760,0,n12356960,0
n12356960,0,n12355760,0
n11672400,0,n12879963,0
n12879963,0,n11672400,0
n12205694,0,n12822769,0
n12822769,0,n12205694,0
n03122748,0,n03050026,0
n03050026,0,n03122748,0
n00471613,0,n10435988,0
n10435988,0,n00471613,0
n04405907,0,n03617594,0
n03617594,0,n04405907,0
n12725521,0,n12727960,0
n12727960,0,n12725521,0
n04033995,0,n02820210,0
n02820210,0,n04033995,0
n01609751,0,n01605630,0
n01605630,0,n01609751,0
n10162354,0,n10284064,0
n10284064,0,n10162354,0
n12157769,0,n12166128,0
n12166128,0,n12157769,0
n09894654,0,n09894909,0
n09894909,0,n09894654,0
n15089472,0,n15092751,0
n15092751,0,n15089472,0
n10172080,0,n09857007,0
n09857007,0,n10172080,0
n02833793,0,n03430551,0
n03430551,0,n02833793,0
n07573696,0,n07575510,0
n07575510,0,n07573696,0
n07810531,0,n07809368,0
n07809368,0,n07810531,0
n01691951,0,n01674464,0
n01674464,0,n01691951,0
n00015388,0,n01320872,0
n01320872,0,n00015388,0
n02726681,0,n02913152,0
n02913152,0,n02726681,0
n04194289,0,n04474187,0
n04474187,0,n04194289,0
n04446844,0,n02773037,0
n02773037,0,n04446844,0
n04011827,0,n04154152,0
n04154152,0,n04011827,0
n02976939,0,n04340750,0
n04340750,0,n02976939,0
n04356595,0,n03950899,0
n03950899,0,n04356595,0
n07896994,0,n07891726,0
n07891726,0,n07896994,0
n02627292,0,n02626762,0
n02626762,0,n02627292,0
n09764201,0,n00007846,0
n00007846,0,n09764201,0
n04272054,0,n02836607,0
n02836607,0,n04272054,0
n02955767,0,n03045337,0
n03045337,0,n02955767,0
n10514429,0,n00523513,0
n00523513,0,n10514429,0
n03202760,0,n03666362,0
n03666362,0,n03202760,0
n12660601,0,n12661045,0
n12661045,0,n12660601,0
n12641180,0,n12640607,0
n12640607,0,n12641180,0
n03448590,0,n02862048,0
n02862048,0,n03448590,0
n12400720,0,n07754684,0
n07754684,0,n12400720,0
n12205694,0,n12908645,0
n12908645,0,n12205694,0
n04359589,0,n03183080,0
n03183080,0,n04359589,0
n02023341,0,n02024763,0
n02024763,0,n02023341,0
n01639765,0,n01643507,0
n01643507,0,n01639765,0
n03042490,0,n03259505,0
n03259505,0,n03042490,0
n03791235,0,n02958343,0
n02958343,0,n03791235,0
n03094503,0,n02946921,0
n02946921,0,n03094503,0
n03621049,0,n04516672,0
n04516672,0,n03621049,0
n02503517,0,n02503127,0
n02503127,0,n02503517,0
n02450829,0,n02450034,0
n02450034,0,n02450829,0
n02241008,0,n02236896,0
n02236896,0,n02241008,0
n12707781,0,n12709901,0
n12709901,0,n12707781,0
n02952109,0,n03888257,0
n03888257,0,n02952109,0
n02295064,0,n02296276,0
n02296276,0,n02295064,0
n09927451,0,n10470779,0
n10470779,0,n09927451,0
n12697514,0,n13104059,0
n13104059,0,n12697514,0
n07746910,0,n11771924,0
n11771924,0,n07746910,0
n09632518,0,n10700105,0
n10700105,0,n09632518,0
n04170515,0,n03579982,0
n03579982,0,n04170515,0
n13121104,0,n12476510,0
n12476510,0,n13121104,0
n04372370,0,n04169437,0
n04169437,0,n04372370,0
n09613191,0,n00007846,0
n00007846,0,n09613191,0
n07596684,0,n07597365,0
n07597365,0,n07596684,0
n02999410,0,n03001282,0
n03001282,0,n02999410,0
n04392764,0,n04392526,0
n04392526,0,n04392764,0
n03786313,0,n03679712,0
n03679712,0,n03786313,0
n03804744,0,n03323703,0
n03323703,0,n03804744,0
n07672914,0,n07856270,0
n07856270,0,n07672914,0
n01517565,0,n01519873,0
n01519873,0,n01517565,0
n03241093,0,n04091097,0
n04091097,0,n03241093,0
n01998183,0,n01974773,0
n01974773,0,n01998183,0
n04341686,0,n02914991,0
n02914991,0,n04341686,0
n03497657,0,n03325941,0
n03325941,0,n03497657,0
n11965627,0,n11672400,0
n11672400,0,n11965627,0
n07719839,0,n11832480,0
n11832480,0,n07719839,0
n12205694,0,n12437513,0
n12437513,0,n12205694,0
n03409920,0,n02729965,0
n02729965,0,n03409920,0
n06263369,0,n06267145,0
n06267145,0,n06263369,0
n01525720,0,n01538955,0
n01538955,0,n01525720,0
n12205694,0,n12850906,0
n12850906,0,n12205694,0
n03033362,0,n04211001,0
n04211001,0,n03033362,0
n03176386,0,n03175604,0
n03175604,0,n03176386,0
n01968315,0,n01971094,0
n01971094,0,n01968315,0
n13104059,0,n12185254,0
n12185254,0,n13104059,0
n01577659,0,n01576695,0
n01576695,0,n01577659,0
n11800236,0,n13125117,0
n13125117,0,n11800236,0
n15089645,0,n15089258,0
n15089258,0,n15089645,0
n03467984,0,n02950482,0
n02950482,0,n03467984,0
n02729965,0,n03777126,0
n03777126,0,n02729965,0
n01681940,0,n01676755,0
n01676755,0,n01681940,0
n02554730,0,n02590702,0
n02590702,0,n02554730,0
n13221529,0,n11547562,0
n11547562,0,n13221529,0
n09625401,0,n00007846,0
n00007846,0,n09625401,0
n02715513,0,n04105893,0
n04105893,0,n02715513,0
n07858595,0,n07859583,0
n07859583,0,n07858595,0
n12492106,0,n12491826,0
n12491826,0,n12492106,0
n04550676,0,n03763727,0
n03763727,0,n04550676,0
n02080146,0,n02079389,0
n02079389,0,n02080146,0
n07720277,0,n07709333,0
n07709333,0,n07720277,0
n01542786,0,n01525720,0
n01525720,0,n01542786,0
n03202940,0,n04494204,0
n04494204,0,n03202940,0
n03102859,0,n03738472,0
n03738472,0,n03102859,0
n03948950,0,n04062179,0
n04062179,0,n03948950,0
n07809368,0,n07822687,0
n07822687,0,n07809368,0
n02958343,0,n04459122,0
n04459122,0,n02958343,0
n02911332,0,n03997484,0
n03997484,0,n02911332,0
n13109733,0,n12195391,0
n12195391,0,n13109733,0
n09937056,0,n09936892,0
n09936892,0,n09937056,0
n02402425,0,n02403231,0
n02403231,0,n02402425,0
n03791235,0,n03579982,0
n03579982,0,n03791235,0
n03088707,0,n04594489,0
n04594489,0,n03088707,0
n02626265,0,n02625612,0
n02625612,0,n02626265,0
n00480508,0,n00479076,0
n00479076,0,n00480508,0
n01982650,0,n01983048,0
n01983048,0,n01982650,0
n04608567,0,n03906997,0
n03906997,0,n04608567,0
n12269241,0,n12268246,0
n12268246,0,n12269241,0
n07710007,0,n07713074,0
n07713074,0,n07710007,0
n07763483,0,n12667582,0
n12667582,0,n07763483,0
n11661372,0,n11662128,0
n11662128,0,n11661372,0
n04105438,0,n02958343,0
n02958343,0,n04105438,0
n04341686,0,n03297735,0
n03297735,0,n04341686,0
n07713395,0,n07707451,0
n07707451,0,n07713395,0
n03488188,0,n04140064,0
n04140064,0,n03488188,0
n03664943,0,n02755352,0
n02755352,0,n03664943,0
n03733925,0,n04039848,0
n04039848,0,n03733925,0
n03351262,0,n04530566,0
n04530566,0,n03351262,0
n13201969,0,n11545714,0
n11545714,0,n13201969,0
n04552348,0,n02867715,0
n02867715,0,n04552348,0
n02683558,0,n03321103,0
n03321103,0,n02683558,0
n02186153,0,n01385330,0
n01385330,0,n02186153,0
n04472243,0,n03054901,0
n03054901,0,n04472243,0
n02950256,0,n09811852,0
n09811852,0,n02950256,0
n04330340,0,n03425595,0
n03425595,0,n04330340,0
n12171966,0,n12172364,0
n12172364,0,n12171966,0
n01792640,0,n01791625,0
n01791625,0,n01792640,0
n04137444,0,n04257790,0
n04257790,0,n04137444,0
n13107891,0,n13104059,0
n13104059,0,n13107891,0
n07819480,0,n07810907,0
n07810907,0,n07819480,0
n04105893,0,n03478907,0
n03478907,0,n04105893,0
n07812790,0,n07809368,0
n07809368,0,n07812790,0
n09976728,0,n00007846,0
n00007846,0,n09976728,0
n07695965,0,n07697100,0
n07697100,0,n07695965,0
n03088707,0,n04211001,0
n04211001,0,n03088707,0
n07736371,0,n07709333,0
n07709333,0,n07736371,0
n04125853,0,n04162706,0
n04162706,0,n04125853,0
n07461050,0,n00450700,0
n00450700,0,n07461050,0
n12506181,0,n13104059,0
n13104059,0,n12506181,0
n02974697,0,n03619650,0
n03619650,0,n02974697,0
n12425281,0,n12446519,0
n12446519,0,n12425281,0
n03699975,0,n10279018,0
n10279018,0,n03699975,0
n11783920,0,n13083023,0
n13083023,0,n11783920,0
n10266328,0,n00007846,0
n00007846,0,n10266328,0
n03091374,0,n04408871,0
n04408871,0,n03091374,0
n03664675,0,n04585745,0
n04585745,0,n03664675,0
n03385557,0,n04051825,0
n04051825,0,n03385557,0
n12925179,0,n12205694,0
n12205694,0,n12925179,0
n02559383,0,n02554730,0
n02554730,0,n02559383,0
n02041085,0,n02041246,0
n02041246,0,n02041085,0
n12612170,0,n13122364,0
n13122364,0,n12612170,0
n03459775,0,n02958343,0
n02958343,0,n03459775,0
n02185167,0,n02183857,0
n02183857,0,n02185167,0
n10777299,0,n10630188,0
n10630188,0,n10777299,0
n03211117,0,n03277771,0
n03277771,0,n03211117,0
n09974648,0,n10773665,0
n10773665,0,n09974648,0
n02100399,0,n02098550,0
n02098550,0,n02100399,0
n01604330,0,n01616318,0
n01616318,0,n01604330,0
n12405714,0,n12407890,0
n12407890,0,n12405714,0
n02171869,0,n02173373,0
n02173373,0,n02171869,0
n10129825,0,n09936825,0
n09936825,0,n10129825,0
n04449966,0,n04565375,0
n04565375,0,n04449966,0
n12470512,0,n13100677,0
n13100677,0,n12470512,0
n03746330,0,n02887489,0
n02887489,0,n03746330,0
n02428349,0,n02419796,0
n02419796,0,n02428349,0
n01387065,0,n01389507,0
n01389507,0,n01387065,0
n12098827,0,n13118707,0
n13118707,0,n12098827,0
n10522324,0,n10419047,0
n10419047,0,n10522324,0
n04110955,0,n04111190,0
n04111190,0,n04110955,0
n02213107,0,n02212602,0
n02212602,0,n02213107,0
n12708293,0,n12707781,0
n12707781,0,n12708293,0
n00479887,0,n00479076,0
n00479076,0,n00479887,0
n03036469,0,n03036341,0
n03036341,0,n03036469,0
n02985137,0,n04404412,0
n04404412,0,n02985137,0
n11887750,0,n11669921,0
n11669921,0,n11887750,0
n00523513,0,n00449295,0
n00449295,0,n00523513,0
n03419014,0,n03972524,0
n03972524,0,n03419014,0
n01389507,0,n01390123,0
n01390123,0,n01389507,0
n01622779,0,n01621127,0
n01621127,0,n01622779,0
n10787470,0,n10613996,0
n10613996,0,n10787470,0
n10095420,0,n10129825,0
n10129825,0,n10095420,0
n01317541,0,n02122580,0
n02122580,0,n01317541,0
n04059157,0,n03051540,0
n03051540,0,n04059157,0
n10575787,0,n00007846,0
n00007846,0,n10575787,0
n07720615,0,n07720442,0
n07720442,0,n07720615,0
n02449183,0,n02441326,0
n02441326,0,n02449183,0
n12713063,0,n07749446,0
n07749446,0,n12713063,0
n03340723,0,n03470387,0
n03470387,0,n03340723,0
n02000954,0,n02018795,0
n02018795,0,n02000954,0
n07601809,0,n07597365,0
n07597365,0,n07601809,0
n07724943,0,n07708798,0
n07708798,0,n07724943,0
n12794367,0,n12793015,0
n12793015,0,n12794367,0
n04309348,0,n04309049,0
n04309049,0,n04309348,0
n02430045,0,n02399000,0
n02399000,0,n02430045,0
n02096756,0,n02092468,0
n02092468,0,n02096756,0
n04257986,0,n04257790,0
n04257790,0,n04257986,0
n00007846,0,n10753061,0
n10753061,0,n00007846,0
n10292316,0,n10284064,0
n10284064,0,n10292316,0
n02226429,0,n02226183,0
n02226183,0,n02226429,0
n02822865,0,n04060904,0
n04060904,0,n02822865,0
n00007846,0,n10299700,0
n10299700,0,n00007846,0
n03902220,0,n03033986,0
n03033986,0,n03902220,0
n02512938,0,n02538985,0
n02538985,0,n02512938,0
n07911371,0,n07912211,0
n07912211,0,n07911371,0
n03288003,0,n02981911,0
n02981911,0,n03288003,0
n07705931,0,n07762244,0
n07762244,0,n07705931,0
n12041446,0,n12078172,0
n12078172,0,n12041446,0
n03620052,0,n03862676,0
n03862676,0,n03620052,0
n02323902,0,n02323449,0
n02323449,0,n02323902,0
n03161450,0,n03183080,0
n03183080,0,n03161450,0
n02329401,0,n02350989,0
n02350989,0,n02329401,0
n02079389,0,n02080415,0
n02080415,0,n02079389,0
n01795088,0,n01795545,0
n01795545,0,n01795088,0
n02536864,0,n02534734,0
n02534734,0,n02536864,0
n03879705,0,n02862048,0
n02862048,0,n03879705,0
n13066129,0,n13068917,0
n13068917,0,n13066129,0
n07750146,0,n07747055,0
n07747055,0,n07750146,0
n03385557,0,n03878963,0
n03878963,0,n03385557,0
n02047614,0,n02021795,0
n02021795,0,n02047614,0
n01501160,0,n01495701,0
n01495701,0,n01501160,0
n04068441,0,n03956922,0
n03956922,0,n04068441,0
n12205694,0,n12859986,0
n12859986,0,n12205694,0
n12634429,0,n12634734,0
n12634734,0,n12634429,0
n01844917,0,n02021795,0
n02021795,0,n01844917,0
n03294048,0,n04077734,0
n04077734,0,n03294048,0
n02431122,0,n02430045,0
n02430045,0,n02431122,0
n03794136,0,n04447443,0
n04447443,0,n03794136,0
n03834604,0,n03553248,0
n03553248,0,n03834604,0
n03272383,0,n03636248,0
n03636248,0,n03272383,0
n02889425,0,n03483637,0
n03483637,0,n02889425,0
n13104059,0,n12565912,0
n12565912,0,n13104059,0
n03446268,0,n00464894,0
n00464894,0,n03446268,0
n03295928,0,n04347754,0
n04347754,0,n03295928,0
n13100677,0,n12157769,0
n12157769,0,n13100677,0
n04172342,0,n04467307,0
n04467307,0,n04172342,0
n02008041,0,n02010453,0
n02010453,0,n02008041,0
n04226537,0,n04194289,0
n04194289,0,n04226537,0
n02731629,0,n03868863,0
n03868863,0,n02731629,0
n01517966,0,n01503061,0
n01503061,0,n01517966,0
n10055297,0,n10370381,0
n10370381,0,n10055297,0
n02553028,0,n02642107,0
n02642107,0,n02553028,0
n04058239,0,n02988679,0
n02988679,0,n04058239,0
n02860847,0,n04235291,0
n04235291,0,n02860847,0
n09827363,0,n10129825,0
n10129825,0,n09827363,0
n09937056,0,n10665698,0
n10665698,0,n09937056,0
n13188767,0,n13188096,0
n13188096,0,n13188767,0
n10042845,0,n09606527,0
n09606527,0,n10042845,0
n07561112,0,n10012484,0
n10012484,0,n07561112,0
n06266417,0,n06263609,0
n06263609,0,n06266417,0
n01639765,0,n01645466,0
n01645466,0,n01639765,0
n04105893,0,n03175081,0
n03175081,0,n04105893,0
n02752496,0,n04254777,0
n04254777,0,n02752496,0
n03887185,0,n03323703,0
n03323703,0,n03887185,0
n10143172,0,n10142747,0
n10142747,0,n10143172,0
n12205694,0,n12939104,0
n12939104,0,n12205694,0
n01806567,0,n01804921,0
n01804921,0,n01806567,0
n03614532,0,n04376400,0
n04376400,0,n03614532,0
n01886756,0,n02502514,0
n02502514,0,n01886756,0
n02686568,0,n02932019,0
n02932019,0,n02686568,0
n02594250,0,n02596381,0
n02596381,0,n02594250,0
n04960582,0,n04960277,0
n04960277,0,n04960582,0
n10340312,0,n10415037,0
n10415037,0,n10340312,0
n03854065,0,n03614532,0
n03614532,0,n03854065,0
n07900406,0,n07891726,0
n07891726,0,n07900406,0
n04202417,0,n02833140,0
n02833140,0,n04202417,0
n02287004,0,n02283201,0
n02283201,0,n02287004,0
n12767648,0,n13100156,0
n13100156,0,n12767648,0
n13100156,0,n11767354,0
n11767354,0,n13100156,0
n07767847,0,n12651611,0
n12651611,0,n07767847,0
n13109733,0,n12927494,0
n12927494,0,n13109733,0
n09206985,0,n09437454,0
n09437454,0,n09206985,0
n00454624,0,n00453935,0
n00453935,0,n00454624,0
n03278248,0,n03916720,0
n03916720,0,n03278248,0
n02023341,0,n02023992,0
n02023992,0,n02023341,0
n04554684,0,n04580493,0
n04580493,0,n04554684,0
n12205694,0,n12794985,0
n12794985,0,n12205694,0
n03079741,0,n03061505,0
n03061505,0,n03079741,0
n12835331,0,n12205694,0
n12205694,0,n12835331,0
n03579982,0,n03859000,0
n03859000,0,n03579982,0
n02405577,0,n02402425,0
n02402425,0,n02405577,0
n12586298,0,n12582231,0
n12582231,0,n12586298,0
n04361095,0,n04341686,0
n04341686,0,n04361095,0
n04194289,0,n03512911,0
n03512911,0,n04194289,0
n04050600,0,n03243218,0
n03243218,0,n04050600,0
n13108841,0,n11630017,0
n11630017,0,n13108841,0
n00479076,0,n00479734,0
n00479734,0,n00479076,0
n02950632,0,n04519887,0
n04519887,0,n02950632,0
n12205694,0,n11899921,0
n11899921,0,n12205694,0
n03051540,0,n03490324,0
n03490324,0,n03051540,0
n07570720,0,n07803895,0
n07803895,0,n07570720,0
n12904314,0,n12205694,0
n12205694,0,n12904314,0
n04555897,0,n03142679,0
n03142679,0,n04555897,0
n03094503,0,n04139859,0
n04139859,0,n03094503,0
n04157320,0,n04306847,0
n04306847,0,n04157320,0
n03489162,0,n03336839,0
n03336839,0,n03489162,0
n07682316,0,n07679356,0
n07679356,0,n07682316,0
n03815278,0,n03236735,0
n03236735,0,n03815278,0
n10712229,0,n09632274,0
n09632274,0,n10712229,0
n04588739,0,n03085602,0
n03085602,0,n04588739,0
n01674216,0,n01674464,0
n01674464,0,n01674216,0
n02239528,0,n02236896,0
n02236896,0,n02239528,0
n01621635,0,n01621127,0
n01621127,0,n01621635,0
n11979715,0,n11978233,0
n11978233,0,n11979715,0
n03339296,0,n03976268,0
n03976268,0,n03339296,0
n01754876,0,n01756508,0
n01756508,0,n01754876,0
